Type,Part Number,Brand,Model,Rank,Benchmark,Samples,URL
CPU,BX8071512900KS,Intel,Core i9-12900KS,1,116,883,https://cpu.userbenchmark.com/SpeedTest/1821519/12th-Gen-IntelR-CoreTM-i9-12900KS
CPU,BX8071512900KF,Intel,Core i9-12900KF,2,113,6825,https://cpu.userbenchmark.com/SpeedTest/1685583/12th-Gen-IntelR-CoreTM-i9-12900KF
CPU,BX8071512900K,Intel,Core i9-12900K,3,113,32742,https://cpu.userbenchmark.com/Intel-Core-i9-12900K/Rating/4118
CPU,BX8071512700KF,Intel,Core i7-12700KF,4,112,14489,https://cpu.userbenchmark.com/SpeedTest/1699429/12th-Gen-IntelR-CoreTM-i7-12700KF
CPU,BX8071512700K,Intel,Core i7-12700K,5,111,36865,https://cpu.userbenchmark.com/Intel-Core-i7-12700K/Rating/4119
CPU,BX8071512900F,Intel,Core i9-12900F,6,111,290,https://cpu.userbenchmark.com/SpeedTest/1757838/12th-Gen-IntelR-CoreTM-i9-12900F
CPU,BX8071512900,Intel,Core i9-12900,7,110,311,https://cpu.userbenchmark.com/SpeedTest/1668917/12th-Gen-IntelR-CoreTM-i9-12900
CPU,BX8071512600K,Intel,Core i5-12600K,8,109,28216,https://cpu.userbenchmark.com/Intel-Core-i5-12600K/Rating/4120
CPU,BX8071512600KF,Intel,Core i5-12600KF,9,108,6244,https://cpu.userbenchmark.com/SpeedTest/1700734/12th-Gen-IntelR-CoreTM-i5-12600KF
CPU,BX8071512700F,Intel,Core i7-12700F,10,108,2924,https://cpu.userbenchmark.com/Intel-Core-i7-12700F/Rating/4124
CPU,BX8071512700,Intel,Core i7-12700,11,107,3636,https://cpu.userbenchmark.com/SpeedTest/1750830/12th-Gen-IntelR-CoreTM-i7-12700
CPU,,Intel,Core i9-12950HX,12,105,7,https://cpu.userbenchmark.com/SpeedTest/1842274/12th-Gen-IntelR-CoreTM-i9-12950HX
CPU,,Intel,Core i7-12650HX,13,104,1,https://cpu.userbenchmark.com/SpeedTest/1798547/12th-Gen-IntelR-CoreTM-i7-12650HX
CPU,BX8070811900K,Intel,Core i9-11900K,14,104,28901,https://cpu.userbenchmark.com/Intel-Core-i9-11900K/Rating/4110
CPU,,Intel,Core i9-12900HX,15,103,11,https://cpu.userbenchmark.com/SpeedTest/1832602/12th-Gen-IntelR-CoreTM-i9-12900HX
CPU,BX8070811900KF,Intel,Core i9-11900KF,16,103,5678,https://cpu.userbenchmark.com/SpeedTest/1515781/11th-Gen-IntelR-CoreTM-i9-11900KF---350GHz
CPU,BX8070811700K,Intel,Core i7-11700K,17,102,51179,https://cpu.userbenchmark.com/Intel-Core-i7-11700K/Rating/4107
CPU,100-100000061WOF,AMD,Ryzen 9 5900X,18,101,127324,https://cpu.userbenchmark.com/AMD-Ryzen-9-5900X/Rating/4087
CPU,100-100000059WOF,AMD,Ryzen 9 5950X,19,101,64875,https://cpu.userbenchmark.com/AMD-Ryzen-9-5950X/Rating/4086
CPU,BX8071512600,Intel,Core i5-12600,20,101,1004,https://cpu.userbenchmark.com/SpeedTest/1751978/12th-Gen-IntelR-CoreTM-i5-12600
CPU,,AMD,Ryzen 9 5900,21,100,796,https://cpu.userbenchmark.com/SpeedTest/1528736/AMD-Ryzen-9-5900-12-Core-Processor
CPU,BX8070811700KF,Intel,Core i7-11700KF,22,100,14957,https://cpu.userbenchmark.com/SpeedTest/1514594/11th-Gen-IntelR-CoreTM-i7-11700KF---360GHz
CPU,BX8070110900K,Intel,Core i9-10900K,23,99.9,91199,https://cpu.userbenchmark.com/Intel-Core-i9-10900K/Rating/4071
CPU,BX8070110900KF,Intel,Core i9-10900KF,24,99.7,19336,https://cpu.userbenchmark.com/SpeedTest/1174369/IntelR-CoreTM-i9-10900KF-CPU---370GHz
CPU,100-100000063WOF,AMD,Ryzen 7 5800X,25,99.3,241540,https://cpu.userbenchmark.com/AMD-Ryzen-7-5800X/Rating/4085
CPU,100-100000651WOF,AMD,Ryzen 7 5800X3D,26,99.2,1602,https://cpu.userbenchmark.com/SpeedTest/1817839/AMD-Ryzen-7-5800X3D-8-Core-Processor
CPU,BX8070811900F,Intel,Core i9-11900F,27,98.9,2883,https://cpu.userbenchmark.com/SpeedTest/1492552/11th-Gen-IntelR-CoreTM-i9-11900F---250GHz
CPU,BX80684I99900KS,Intel,Core i9-9900KS,28,98.9,12461,https://cpu.userbenchmark.com/SpeedTest/929964/IntelR-CoreTM-i9-9900KS-CPU---400GHz
CPU,BX8070110850K,Intel,Core i9-10850K,29,98.7,83942,https://cpu.userbenchmark.com/SpeedTest/1255865/IntelR-CoreTM-i9-10850K-CPU---360GHz
CPU,BX8070811600K,Intel,Core i5-11600K,30,98.7,28392,https://cpu.userbenchmark.com/Intel-Core-i5-11600K/Rating/4113
CPU,BX8071512500,Intel,Core i5-12500,31,98,1003,https://cpu.userbenchmark.com/Intel-Core-i5-12500/Rating/4123
CPU,100-100000926WOF,AMD,Ryzen 7 5700X,32,97.8,2043,https://cpu.userbenchmark.com/SpeedTest/1823386/AMD-Ryzen-7-5700X-8-Core-Processor
CPU,BX8070811900,Intel,Core i9-11900,33,97.8,3143,https://cpu.userbenchmark.com/SpeedTest/1515871/11th-Gen-IntelR-CoreTM-i9-11900---250GHz
CPU,BX8070811600KF,Intel,Core i5-11600KF,34,97.5,5320,https://cpu.userbenchmark.com/SpeedTest/1512279/11th-Gen-IntelR-CoreTM-i5-11600KF---390GHz
CPU,BX8070811600,Intel,Core i5-11600,35,97.2,2223,https://cpu.userbenchmark.com/SpeedTest/1543284/11th-Gen-IntelR-CoreTM-i5-11600---280GHz
CPU,100-100000065BOX,AMD,Ryzen 5 5600X,36,96.9,321948,https://cpu.userbenchmark.com/AMD-Ryzen-5-5600X/Rating/4084
CPU,BX8071512400,Intel,Core i5-12400,37,96.5,4833,https://cpu.userbenchmark.com/Intel-Core-i5-12400/Rating/4122
CPU,BX80684I79700KF,Intel,Core i7-9700KF,38,96.2,32732,https://cpu.userbenchmark.com/SpeedTest/710154/IntelR-CoreTM-i7-9700KF-CPU---360GHz
CPU,BX80684I79700K,Intel,Core i7-9700K,39,96.1,505453,https://cpu.userbenchmark.com/Intel-Core-i7-9700K/Rating/4030
CPU,BX80684I99900KF,Intel,Core i9-9900KF,40,96.1,56656,https://cpu.userbenchmark.com/SpeedTest/764533/IntelR-CoreTM-i9-9900KF-CPU---360GHz
CPU,BX8070110700K,Intel,Core i7-10700K,41,96.1,185077,https://cpu.userbenchmark.com/Intel-Core-i7-10700K/Rating/4070
CPU,,AMD,Ryzen 7 5800,42,96,2885,https://cpu.userbenchmark.com/SpeedTest/1496609/AMD-Ryzen-7-5800-8-Core-Processor
CPU,BX8071512300,Intel,Core i3-12300,43,96,11,https://cpu.userbenchmark.com/SpeedTest/1796462/12th-Gen-IntelR-CoreTM-i3-12300
CPU,BX8070110700KF,Intel,Core i7-10700KF,44,95.9,30750,https://cpu.userbenchmark.com/SpeedTest/1171560/IntelR-CoreTM-i7-10700KF-CPU---380GHz
CPU,BX80684I99900K,Intel,Core i9-9900K,45,95.8,479734,https://cpu.userbenchmark.com/Intel-Core-i9-9900K/Rating/4028
CPU,100-100000927BOX,AMD,Ryzen 5 5600,46,95.7,2666,https://cpu.userbenchmark.com/SpeedTest/1822932/AMD-Ryzen-5-5600-6-Core-Processor
CPU,BX8070110900F,Intel,Core i9-10900F,47,95.4,7452,https://cpu.userbenchmark.com/SpeedTest/1196789/IntelR-CoreTM-i9-10900F-CPU---280GHz
CPU,,Intel,Core i9-12900H,48,95.4,2371,https://cpu.userbenchmark.com/SpeedTest/1757877/12th-Gen-IntelR-CoreTM-i9-12900H
CPU,BX8071512400F,Intel,Core i5-12400F,49,95.2,8930,https://cpu.userbenchmark.com/Intel-Core-i5-12400F/Rating/4121
CPU,,Intel,Core i9-10900,50,94.9,10437,https://cpu.userbenchmark.com/SpeedTest/1169242/IntelR-CoreTM-i9-10900-CPU---280GHz
CPU,100-100000263BOX,AMD,Ryzen 7 5700G,51,94.9,22364,https://cpu.userbenchmark.com/SpeedTest/1552677/AMD-Ryzen-7-5700G-with-Radeon-Graphics
CPU,BX8070811700,Intel,Core i7-11700,52,94.8,12768,https://cpu.userbenchmark.com/SpeedTest/1450761/11th-Gen-IntelR-CoreTM-i7-11700---250GHz
CPU,BX8070811500,Intel,Core i5-11500,53,94.2,2995,https://cpu.userbenchmark.com/SpeedTest/1496869/11th-Gen-IntelR-CoreTM-i5-11500---270GHz
CPU,,Intel,Core i7-12650H,54,94.2,167,https://cpu.userbenchmark.com/SpeedTest/1807229/12th-Gen-IntelR-CoreTM-i7-12650H
CPU,,Intel,Core i7-12700H,55,93.5,4051,https://cpu.userbenchmark.com/SpeedTest/1750314/12th-Gen-IntelR-CoreTM-i7-12700H
CPU,,Intel,Core i5-12600H,56,93.4,6,https://cpu.userbenchmark.com/SpeedTest/1847567/12th-Gen-IntelR-CoreTM-i5-12600H
CPU,BX8071512100,Intel,Core i3-12100,57,93.3,694,https://cpu.userbenchmark.com/Intel-Core-i3-12100/Rating/4126
CPU,,Intel,Core i9-12900HK,58,93.3,609,https://cpu.userbenchmark.com/SpeedTest/1763927/12th-Gen-IntelR-CoreTM-i9-12900HK
CPU,BX8070110600KF,Intel,Core i5-10600KF,59,93.3,20250,https://cpu.userbenchmark.com/SpeedTest/1225152/IntelR-CoreTM-i5-10600KF-CPU---410GHz
CPU,BX80684I59600KF,Intel,Core i5-9600KF,60,93,68447,https://cpu.userbenchmark.com/SpeedTest/772658/IntelR-CoreTM-i5-9600KF-CPU---370GHz
CPU,BX8070811400,Intel,Core i5-11400,61,92.9,23216,https://cpu.userbenchmark.com/Intel-Core-i5-11400/Rating/4112
CPU,BX8070110700F,Intel,Core i7-10700F,62,92.9,42452,https://cpu.userbenchmark.com/SpeedTest/1183814/IntelR-CoreTM-i7-10700F-CPU---290GHz
CPU,BX8070811700F,Intel,Core i7-11700F,63,92.9,17823,https://cpu.userbenchmark.com/SpeedTest/1522100/11th-Gen-IntelR-CoreTM-i7-11700F---250GHz
CPU,BX8070110600K,Intel,Core i5-10600K,64,92.6,62383,https://cpu.userbenchmark.com/Intel-Core-i5-10600K/Rating/4072
CPU,BX80684I79700F,Intel,Core i7-9700F,65,92.5,51839,https://cpu.userbenchmark.com/SpeedTest/816132/IntelR-CoreTM-i7-9700F-CPU---300GHz
CPU,BX80684I59600K,Intel,Core i5-9600K,66,92.5,337494,https://cpu.userbenchmark.com/Intel-Core-i5-9600K/Rating/4031
CPU,BX8070110700,Intel,Core i7-10700,67,92.5,63514,https://cpu.userbenchmark.com/Intel-Core-i7-10700/Rating/4077
CPU,BX8070811400F,Intel,Core i5-11400F,68,91.9,29458,https://cpu.userbenchmark.com/Intel-Core-i5-11400F/Rating/4111
CPU,BX80684I99900,Intel,Core i9-9900,69,91.8,11389,https://cpu.userbenchmark.com/SpeedTest/816115/IntelR-CoreTM-i9-9900-CPU---310GHz
CPU,100-100000252BOX,AMD,Ryzen 5 5600G,70,91.8,40841,https://cpu.userbenchmark.com/SpeedTest/1553183/AMD-Ryzen-5-5600G-with-Radeon-Graphics
CPU,BX80684I79700,Intel,Core i7-9700,71,91.5,77410,https://cpu.userbenchmark.com/SpeedTest/816180/IntelR-CoreTM-i7-9700-CPU---300GHz
CPU,BX80684I78086K,Intel,Core i7-8086K,72,91.5,42342,https://cpu.userbenchmark.com/SpeedTest/516988/IntelR-CoreTM-i7-8086K-CPU---400GHz
CPU,BX8071512100F,Intel,Core i3-12100F,73,91.2,2462,https://cpu.userbenchmark.com/Intel-Core-i3-12100F/Rating/4125
CPU,BX8070110600,Intel,Core i5-10600,74,91,6461,https://cpu.userbenchmark.com/Intel-Core-i5-10600/Rating/4069
CPU,BX80684I58600K,Intel,Core i5-8600K,75,90.9,222827,https://cpu.userbenchmark.com/Intel-Core-i5-8600K/Rating/3941
CPU,BX80684I59600,Intel,Core i5-9600,76,90.9,735,https://cpu.userbenchmark.com/SpeedTest/853186/IntelR-CoreTM-i5-9600-CPU---310GHz
CPU,BX80684I78700K,Intel,Core i7-8700K,77,90.2,713475,https://cpu.userbenchmark.com/Intel-Core-i7-8700K/Rating/3937
CPU,,Intel,Core i5-12500H,78,90.1,336,https://cpu.userbenchmark.com/SpeedTest/1793224/12th-Gen-IntelR-CoreTM-i5-12500H
CPU,,Intel,Core i9-11980HK,79,90,2511,https://cpu.userbenchmark.com/SpeedTest/1569162/11th-Gen-IntelR-CoreTM-i9-11980HK---260GHz
CPU,100-100000457BOX,AMD,Ryzen 5 5500,80,89.8,1618,https://cpu.userbenchmark.com/SpeedTest/1820844/AMD-Ryzen-5-5500
CPU,BX8070110500,Intel,Core i5-10500,81,89.5,9375,https://cpu.userbenchmark.com/Intel-Core-i5-10500/Rating/4078
CPU,,Intel,Core i9-11950H,82,88.9,1791,https://cpu.userbenchmark.com/SpeedTest/1554081/11th-Gen-IntelR-CoreTM-i9-11950H---260GHz
CPU,,Intel,Core i3-10320,83,88.7,540,https://cpu.userbenchmark.com/SpeedTest/1180543/IntelR-CoreTM-i3-10320-CPU---380GHz
CPU,,AMD,Ryzen 9 5900HS,84,88.7,15597,https://cpu.userbenchmark.com/SpeedTest/1452199/AMD-Ryzen-9-5900HS-with-Radeon-Graphics
CPU,,AMD,Ryzen 9 5900HX,85,88.7,27077,https://cpu.userbenchmark.com/SpeedTest/1449683/AMD-Ryzen-9-5900HX-with-Radeon-Graphics
CPU,BX80684I59500,Intel,Core i5-9500,86,88.1,9575,https://cpu.userbenchmark.com/SpeedTest/825467/IntelR-CoreTM-i5-9500-CPU---300GHz
CPU,,AMD,Ryzen 9 6900HS,87,88,547,https://cpu.userbenchmark.com/SpeedTest/1796538/AMD-Ryzen-9-6900HS-with-Radeon-Graphics
CPU,BX80684I58600,Intel,Core i5-8600,88,87.8,18265,https://cpu.userbenchmark.com/SpeedTest/477251/IntelR-CoreTM-i5-8600-CPU---310GHz
CPU,,AMD,Ryzen 7 6800H,89,87.5,657,https://cpu.userbenchmark.com/SpeedTest/1786492/AMD-Ryzen-7-6800H-with-Radeon-Graphics
CPU,BX80684I78700,Intel,Core i7-8700,90,87.3,345082,https://cpu.userbenchmark.com/Intel-Core-i7-8700/Rating/3940
CPU,,AMD,Ryzen 9 6900HX,91,87.2,121,https://cpu.userbenchmark.com/SpeedTest/1792755/AMD-Ryzen-9-6900HX-with-Radeon-Graphics
CPU,,Intel,Core i7-12800H,92,87.2,238,https://cpu.userbenchmark.com/SpeedTest/1760724/12th-Gen-IntelR-CoreTM-i7-12800H
CPU,,AMD,Ryzen 7 4700G,93,87,1147,https://cpu.userbenchmark.com/SpeedTest/1135003/AMD-Ryzen-7-4700G-8-Core-Processor
CPU,BX80677I77740X,Intel,Core i7-7740X,94,87,4788,https://cpu.userbenchmark.com/SpeedTest/304932/IntelR-CoreTM-i7-7740X-CPU---430GHz
CPU,BX80671I76950X,Intel,Core i7-6950X,95,86.9,5018,https://cpu.userbenchmark.com/Intel-Core-i7-6950X/Rating/3604
CPU,,Intel,Core i9-11900H,96,86.7,6327,https://cpu.userbenchmark.com/SpeedTest/1539880/11th-Gen-IntelR-CoreTM-i9-11900H---250GHz
CPU,,Intel,Core i7-11850H,97,86.7,2770,https://cpu.userbenchmark.com/SpeedTest/1557007/11th-Gen-IntelR-CoreTM-i7-11850H---250GHz
CPU,,AMD,Ryzen 7 5800H,98,86.4,49676,https://cpu.userbenchmark.com/SpeedTest/1442974/AMD-Ryzen-7-5800H-with-Radeon-Graphics
CPU,BX80684I39350KF,Intel,Core i3-9350KF,99,86.3,1344,https://cpu.userbenchmark.com/Intel-Core-i3-9350KF/Rating/4055
CPU,100-100000279WOF,AMD,Ryzen 7 3800XT,100,86.2,17308,https://cpu.userbenchmark.com/SpeedTest/1218139/AMD-Ryzen-7-3800XT-8-Core-Processor
CPU,BX80677I77700K,Intel,Core i7-7700K,101,86.2,615782,https://cpu.userbenchmark.com/Intel-Core-i7-7700K/Rating/3647
CPU,BX8070110400,Intel,Core i5-10400,102,86.2,67890,https://cpu.userbenchmark.com/Intel-Core-i5-10400/Rating/4073
CPU,BX8070110300,Intel,Core i3-10300,103,86.1,348,https://cpu.userbenchmark.com/Intel-Core-i3-10300/Rating/4074
CPU,,Intel,Core i7-11800H,104,86,65659,https://cpu.userbenchmark.com/SpeedTest/1542191/11th-Gen-IntelR-CoreTM-i7-11800H---230GHz
CPU,BX80684I59400,Intel,Core i5-9400,105,86,28330,https://cpu.userbenchmark.com/SpeedTest/735306/IntelR-CoreTM-i5-9400-CPU---290GHz
CPU,100-100000277WOF,AMD,Ryzen 9 3900XT,106,86,23338,https://cpu.userbenchmark.com/SpeedTest/1202614/AMD-Ryzen-9-3900XT-12-Core-Processor
CPU,BX8069510920X,Intel,Core i9-10920X,107,85.9,2682,https://cpu.userbenchmark.com/SpeedTest/931866/IntelR-CoreTM-i9-10920X-CPU---350GHz
CPU,BX80684I58500,Intel,Core i5-8500,108,85.8,41671,https://cpu.userbenchmark.com/SpeedTest/447884/IntelR-CoreTM-i5-8500-CPU---300GHz
CPU,BX8070110400F,Intel,Core i5-10400F,109,85.6,115014,https://cpu.userbenchmark.com/Intel-Core-i5-10400F/Rating/4079
CPU,100-100000023BOX,AMD,Ryzen 9 3900X,110,85.5,321104,https://cpu.userbenchmark.com/AMD-Ryzen-9-3900X/Rating/4044
CPU,BX80684I59400F,Intel,Core i5-9400F,111,85.5,288245,https://cpu.userbenchmark.com/Intel-Core-i5-9400F/Rating/4051
CPU,BX8069510940X,Intel,Core i9-10940X,112,85.4,1399,https://cpu.userbenchmark.com/SpeedTest/932085/IntelR-CoreTM-i9-10940X-CPU---330GHz
CPU,BX80671I76900K,Intel,Core i7-6900K,113,85.4,6766,https://cpu.userbenchmark.com/Intel-Core-i7-6900K/Rating/3605
CPU,BX8069510900X,Intel,Core i9-10900X,114,85.3,5420,https://cpu.userbenchmark.com/SpeedTest/969950/IntelR-CoreTM-i9-10900X-CPU---370GHz
CPU,,Intel,Core i9-10980HK,115,85.3,7125,https://cpu.userbenchmark.com/SpeedTest/1065893/IntelR-CoreTM-i9-10980HK-CPU---240GHz
CPU,,Intel,Core i5-10600T,116,85.3,87,https://cpu.userbenchmark.com/SpeedTest/1250930/IntelR-CoreTM-i5-10600T-CPU---240GHz
CPU,100-100000051WOF,AMD,Ryzen 9 3950X,117,85.2,55525,https://cpu.userbenchmark.com/AMD-Ryzen-9-3950X/Rating/4057
CPU,,Intel,Core i7-10700T,118,85,1338,https://cpu.userbenchmark.com/SpeedTest/1218230/IntelR-CoreTM-i7-10700T-CPU---200GHz
CPU,BX80684I38350K,Intel,Core i3-8350K,119,85,27530,https://cpu.userbenchmark.com/Intel-Core-i3-8350K/Rating/3935
CPU,,Intel,Core i5-10500H,120,85,9680,https://cpu.userbenchmark.com/SpeedTest/1449890/IntelR-CoreTM-i5-10500H-CPU---250GHz
CPU,100-100000025BOX,AMD,Ryzen 7 3800X,121,84.9,184602,https://cpu.userbenchmark.com/AMD-Ryzen-7-3800X/Rating/4047
CPU,100-100000281BOX,AMD,Ryzen 5 3600XT,122,84.8,37270,https://cpu.userbenchmark.com/SpeedTest/1211585/AMD-Ryzen-5-3600XT-6-Core-Processor
CPU,BX80673I99920X,Intel,Core i9-9920X,123,84.8,948,https://cpu.userbenchmark.com/SpeedTest/656219/IntelR-CoreTM-i9-9920X-CPU---350GHz
CPU,,AMD,Ryzen 7 5800HS,124,84.7,2917,https://cpu.userbenchmark.com/SpeedTest/1463823/AMD-Ryzen-7-5800HS-with-Radeon-Graphics
CPU,BX80673I99940X,Intel,Core i9-9940X,125,84.5,1661,https://cpu.userbenchmark.com/SpeedTest/641326/IntelR-CoreTM-i9-9940X-CPU---330GHz
CPU,,Intel,Core i9-10900T,126,84.3,145,https://cpu.userbenchmark.com/SpeedTest/1238258/IntelR-CoreTM-i9-10900T-CPU---190GHz
CPU,BX8070110105F,Intel,Core i3-10105F,127,84,8820,https://cpu.userbenchmark.com/SpeedTest/1482345/IntelR-CoreTM-i3-10105F-CPU---370GHz
CPU,BX80673I99960X,Intel,Core i9-9960X,128,84,775,https://cpu.userbenchmark.com/SpeedTest/653060/IntelR-CoreTM-i9-9960X-CPU---310GHz
CPU,BX80684I58400,Intel,Core i5-8400,129,84,294543,https://cpu.userbenchmark.com/Intel-Core-i5-8400/Rating/3939
CPU,,Intel,Core i7-10875H,130,83.8,31951,https://cpu.userbenchmark.com/SpeedTest/1111393/IntelR-CoreTM-i7-10875H-CPU---230GHz
CPU,100-100000071BOX,AMD,Ryzen 7 3700X,131,83.8,752479,https://cpu.userbenchmark.com/AMD-Ryzen-7-3700X/Rating/4043
CPU,BX80673I99900X,Intel,Core i9-9900X,132,83.7,3126,https://cpu.userbenchmark.com/SpeedTest/639130/IntelR-CoreTM-i9-9900X-CPU---350GHz
CPU,BX8069510980XE,Intel,Core i9-10980XE,133,83.6,4329,https://cpu.userbenchmark.com/SpeedTest/935899/IntelR-CoreTM-i9-10980XE-CPU---300GHz
CPU,BX80677I57640X,Intel,Core i5-7640X,134,83.6,2508,https://cpu.userbenchmark.com/SpeedTest/310543/IntelR-CoreTM-i5-7640X-CPU---400GHz
CPU,BX80658i75775C,Intel,Core i7-5775C,135,83.6,2361,https://cpu.userbenchmark.com/SpeedTest/30276/IntelR-CoreTM-i7-5775C-CPU---330GHz
CPU,BX80671I76850K,Intel,Core i7-6850K,136,83.5,24510,https://cpu.userbenchmark.com/Intel-Core-i7-6850K/Rating/3606
CPU,,Intel,Core i7-10870H,137,83.3,20668,https://cpu.userbenchmark.com/SpeedTest/1322918/IntelR-CoreTM-i7-10870H-CPU---220GHz
CPU,100-000000253,AMD,Ryzen 3 5300G,138,83.2,488,https://cpu.userbenchmark.com/SpeedTest/1542116/AMD-Ryzen-3-5300G-with-Radeon-Graphics
CPU,BX80673I97900X,Intel,Core i9-7900X,139,83.1,15783,https://cpu.userbenchmark.com/Intel-Core-i9-7900X/Rating/3936
CPU,BX80677I57600K,Intel,Core i5-7600K,140,82.9,201442,https://cpu.userbenchmark.com/Intel-Core-i5-7600K/Rating/3885
CPU,,AMD,Ryzen 5 5600H,141,82.8,24112,https://cpu.userbenchmark.com/SpeedTest/1522632/AMD-Ryzen-5-5600H-with-Radeon-Graphics
CPU,,Intel,Core i9-9980HK,142,82.8,8966,https://cpu.userbenchmark.com/SpeedTest/797907/IntelR-CoreTM-i9-9980HK-CPU---240GHz
CPU,BX80646I74790K,Intel,Core i7-4790K,143,82.8,427837,https://cpu.userbenchmark.com/Intel-Core-i7-4790K/Rating/2384
CPU,100-100000022BOX,AMD,Ryzen 5 3600X,144,82.7,309690,https://cpu.userbenchmark.com/AMD-Ryzen-5-3600X/Rating/4041
CPU,BX8070110100,Intel,Core i3-10100,145,82.6,27570,https://cpu.userbenchmark.com/Intel-Core-i3-10100/Rating/4075
CPU,,Intel,Core i9-10885H,146,82.5,5731,https://cpu.userbenchmark.com/SpeedTest/1174414/IntelR-CoreTM-i9-10885H-CPU---240GHz
CPU,BX8070110100F,Intel,Core i3-10100F,147,82.5,29952,https://cpu.userbenchmark.com/Intel-Core-i3-10100F/Rating/4082
CPU,100-100000010WOF,AMD,Ryzen TR 3960X,148,82.5,5351,https://cpu.userbenchmark.com/SpeedTest/969111/AMD-Ryzen-Threadripper-3960X-24-Core-Processor
CPU,BX80673I97940X,Intel,Core i9-7940X,149,82.3,4579,https://cpu.userbenchmark.com/SpeedTest/353078/IntelR-CoreTM-i9-7940X-CPU---310GHz
CPU,BX80662I76700K,Intel,Core i7-6700K,150,82.2,611852,https://cpu.userbenchmark.com/Intel-Core-i7-6700K/Rating/3502
CPU,,AMD,Ryzen 9 4900H,151,82.2,3395,https://cpu.userbenchmark.com/SpeedTest/1185620/AMD-Ryzen-9-4900H-with-Radeon-Graphics
CPU,BX80673I97960X,Intel,Core i9-7960X,152,82.1,2204,https://cpu.userbenchmark.com/SpeedTest/357952/IntelR-CoreTM-i9-7960X-CPU---280GHz
CPU,100-100000011WOF,AMD,Ryzen TR 3970X,153,82.1,4581,https://cpu.userbenchmark.com/SpeedTest/970030/AMD-Ryzen-Threadripper-3970X-32-Core-Processor
CPU,,AMD,Ryzen 9 5980HS,154,82,366,https://cpu.userbenchmark.com/SpeedTest/1493102/AMD-Ryzen-9-5980HS-with-Radeon-Graphics
CPU,BX80673I79800X,Intel,Core i7-9800X,155,82,3944,https://cpu.userbenchmark.com/SpeedTest/651256/IntelR-CoreTM-i7-9800X-CPU---380GHz
CPU,BX80673I99980X,Intel,Core i9-9980XE,156,81.9,2049,https://cpu.userbenchmark.com/SpeedTest/652504/IntelR-CoreTM-i9-9980XE-CPU---300GHz
CPU,100-100000031BOX,AMD,Ryzen 5 3600,157,81.7,1192841,https://cpu.userbenchmark.com/AMD-Ryzen-5-3600/Rating/4040
CPU,100-1000000158,AMD,Ryzen 5 3500X,158,81.6,45046,https://cpu.userbenchmark.com/AMD-Ryzen-5-3500X/Rating/4052
CPU,100-000000098,AMD,Ryzen 7 4800H,159,81.6,63640,https://cpu.userbenchmark.com/SpeedTest/1032976/AMD-Ryzen-7-4800H-with-Radeon-Graphics
CPU,,Intel,Core i5-10500T,160,81.6,1486,https://cpu.userbenchmark.com/SpeedTest/1204939/IntelR-CoreTM-i5-10500T-CPU---230GHz
CPU,BX80673I99820X,Intel,Core i9-9820X,161,81.6,2280,https://cpu.userbenchmark.com/SpeedTest/651318/IntelR-CoreTM-i9-9820X-CPU---330GHz
CPU,100-000000163,AMD,Ryzen TR 3990X,162,81.4,1134,https://cpu.userbenchmark.com/SpeedTest/1035665/AMD-Ryzen-Threadripper-3990X-64-Core-Processor
CPU,BX80648I75960X,Intel,Core i7-5960X,163,81.4,15651,https://cpu.userbenchmark.com/Intel-Core-i7-5960X/Rating/2580
CPU,BX80684I39100,Intel,Core i3-9100,164,81.3,11176,https://cpu.userbenchmark.com/SpeedTest/806339/IntelR-CoreTM-i3-9100-CPU---360GHz
CPU,100-100000159BOX,AMD,Ryzen 3 3300X,165,81.2,13873,https://cpu.userbenchmark.com/AMD-Ryzen-3-3300X/Rating/4076
CPU,,Intel,Core i5-11400H,166,81,17306,https://cpu.userbenchmark.com/SpeedTest/1575224/11th-Gen-IntelR-CoreTM-i5-11400H---270GHz
CPU,,Intel,Core i7-10850H,167,80.8,5331,https://cpu.userbenchmark.com/SpeedTest/1160496/IntelR-CoreTM-i7-10850H-CPU---270GHz
CPU,BX80671I76800K,Intel,Core i7-6800K,168,80.7,42999,https://cpu.userbenchmark.com/Intel-Core-i7-6800K/Rating/3607
CPU,,AMD,Ryzen 7 4800HS,169,80.6,7790,https://cpu.userbenchmark.com/SpeedTest/1064059/AMD-Ryzen-7-4800HS-with-Radeon-Graphics
CPU,100-1000000050,AMD,Ryzen 5 3500,170,80.6,24647,https://cpu.userbenchmark.com/AMD-Ryzen-5-3500/Rating/4053
CPU,BX80658i55675C,Intel,Core i5-5675C,171,80.6,995,https://cpu.userbenchmark.com/SpeedTest/31828/IntelR-CoreTM-i5-5675C-CPU---310GHz
CPU,BX80673I97920X,Intel,Core i9-7920X,172,80.6,5587,https://cpu.userbenchmark.com/SpeedTest/278103/IntelR-CoreTM-i9-7920X-CPU---350GHz
CPU,,AMD,Ryzen 9 4900HS,173,80.6,11910,https://cpu.userbenchmark.com/SpeedTest/1084184/AMD-Ryzen-9-4900HS-with-Radeon-Graphics
CPU,BX80648I75930K,Intel,Core i7-5930K,174,80.6,37093,https://cpu.userbenchmark.com/Intel-Core-i7-5930K/Rating/2578
CPU,,Intel,Core i7-10750H,175,80.5,194270,https://cpu.userbenchmark.com/SpeedTest/1053158/IntelR-CoreTM-i7-10750H-CPU---260GHz
