Type,Part Number,Brand,Model,Rank,Benchmark,Samples,URL
SSD,PX-1TM8SeY,Plextor,M8Se NVMe PCIe M.2 1TB,148,145,158,https://ssd.userbenchmark.com/SpeedTest/331208/PLEXTOR-PX-1TM8SeG
SSD,PX-1TM8SeG,Plextor,M8Se NVMe PCIe M.2 1TB,148,145,158,https://ssd.userbenchmark.com/SpeedTest/331208/PLEXTOR-PX-1TM8SeG
SSD,PX-1TM8SeGN,Plextor,M8Se NVMe PCIe M.2 1TB,148,145,158,https://ssd.userbenchmark.com/SpeedTest/331208/PLEXTOR-PX-1TM8SeG
SSD,PX-512M8SeY,Plextor,M8Se NVMe PCIe M.2 512GB,149,145,194,https://ssd.userbenchmark.com/SpeedTest/341666/PLEXTOR-PX-512M8SeG
SSD,PX-512M8SeG,Plextor,M8Se NVMe PCIe M.2 512GB,149,145,194,https://ssd.userbenchmark.com/SpeedTest/341666/PLEXTOR-PX-512M8SeG
SSD,PX-512M8SeGN,Plextor,M8Se NVMe PCIe M.2 512GB,149,145,194,https://ssd.userbenchmark.com/SpeedTest/341666/PLEXTOR-PX-512M8SeG
SSD,ASX8000NP-256GM-C,Adata,XPG SX8000 NVMe PCIe M.2 256GB,150,143,2511,https://ssd.userbenchmark.com/SpeedTest/209005/NVMe-ADATA-SX8000NP
SSD,PX-128M8PeG,Plextor,M8Pe NVMe PCIe M.2 128GB,151,143,581,https://ssd.userbenchmark.com/SpeedTest/171560/PLEXTOR-PX-128M8PeG
SSD,PH240GPM280SSDR,Patriot,Hellfire NVMe PCIe M.2 240GB,152,142,2049,https://ssd.userbenchmark.com/SpeedTest/179778/Patriot-Hellfire-M2
SSD,SHPM2280P2/480G,Kingston,HyperX Predator AHCI PCIe M.2 480GB,153,142,1914,https://ssd.userbenchmark.com/SpeedTest/27251/Kingston-SHPM2280P2480G
SSD,KXG50ZNV512G,Toshiba,XG5 NVMe PCIe M.2 512GB,154,142,34025,https://ssd.userbenchmark.com/SpeedTest/359770/KXG50ZNV512G-NVMe-TOSHIBA-512GB
SSD,,Samsung,PM951 NVMe PCIe M.2 512GB,155,140,7178,https://ssd.userbenchmark.com/SpeedTest/37633/NVMe-PM951-NVMe-SAMSU
SSD,RVD350-FHPX28-480G,OCZ,RevoDrive 350 PCIe 480GB,156,139,514,https://ssd.userbenchmark.com/SpeedTest/13514/OCZ-REVODRIVE350
SSD,MDNVME80-BPX-0128,MyDigitalSSD,BPX NVMe PCIe M.2 120GB,157,138,752,https://ssd.userbenchmark.com/SpeedTest/217777/BPX
SSD,2YY42AA#ABC,HP,EX900 NVMe PCIe M.2 120GB,158,138,2361,https://ssd.userbenchmark.com/SpeedTest/489362/HP-SSD-EX900-120GB
SSD,PX-256M8SeY,Plextor,M8Se NVMe PCIe M.2 256GB,159,138,381,https://ssd.userbenchmark.com/SpeedTest/327270/PLEXTOR-PX-256M8SeG
SSD,PX-256M8SeG,Plextor,M8Se NVMe PCIe M.2 256GB,159,138,381,https://ssd.userbenchmark.com/SpeedTest/327270/PLEXTOR-PX-256M8SeG
SSD,PX-256M8SeGN,Plextor,M8Se NVMe PCIe M.2 256GB,159,138,381,https://ssd.userbenchmark.com/SpeedTest/327270/PLEXTOR-PX-256M8SeG
SSD,SKC1000/240G,Kingston,KC1000 NVMe PCIe M.2 240GB,160,137,1737,https://ssd.userbenchmark.com/SpeedTest/312458/KINGSTON-SKC1000240G
SSD,MZHPU256HCGL,Samsung,XP941 PCIe M.2 256GB,161,134,1419,https://ssd.userbenchmark.com/SpeedTest/4625/SAMSUNG-MZHPU256HCGL-00000
SSD,SA1000M8/480G,Kingston,A1000 NVMe PCIe M.2 480GB,162,133,12808,https://ssd.userbenchmark.com/SpeedTest/492906/KINGSTON-SA1000M8480G
SSD,SSDPEKKW128G8XT,Intel,760p Series NVMe PCIe M.2 128GB,163,132,1969,https://ssd.userbenchmark.com/SpeedTest/446913/INTEL-SSDPEKKW128G8
SSD,SSDPEKKW512G7X1,Intel,600p Series NVMe PCIe M.2 512GB,164,131,16057,https://ssd.userbenchmark.com/SpeedTest/168978/INTEL-SSDPEKKW512G7
SSD,SHPM2280P2/240G,Kingston,HyperX Predator AHCI PCIe M.2 240GB,165,130,6807,https://ssd.userbenchmark.com/SpeedTest/26065/Kingston-SHPM2280P2240G
SSD,WDS512G1X0C,WD,Black NVMe PCIe M.2 512GB (2017),166,130,15615,https://ssd.userbenchmark.com/SpeedTest/251339/WDC-WDS512G1X0C-00ENX0
SSD,SA1000M8/960G,Kingston,A1000 NVMe PCIe M.2 960GB,167,130,2202,https://ssd.userbenchmark.com/SpeedTest/495225/KINGSTON-SA1000M8960G
SSD,CSSD-F120GBMP500,Corsair,Force MP500 NVMe PCIe M.2 120GB,168,129,12583,https://ssd.userbenchmark.com/SpeedTest/221057/Force-MP500
SSD,ASX6000NP-1TT-C,Adata,XPG SX6000 NVMe PCIe M.2 1TB,169,128,203,https://ssd.userbenchmark.com/SpeedTest/471014/ADATA-SX6000NP
SSD,MZHPU512HCGL,Samsung,XP941 PCIe M.2 512GB,170,128,1431,https://ssd.userbenchmark.com/SpeedTest/4874/SAMSUNG-MZHPU512HCGL-00000
SSD,ASX7000NP-512GT-C,Adata,XPG SX7000 NVMe PCIe M.2 512GB,171,127,2873,https://ssd.userbenchmark.com/SpeedTest/318275/NVMe-ADATA-SX7000NP
SSD,MDNVME80-SBX-0512,MyDigitalSSD,SBX NVMe PCIe M.2 512GB,172,126,196,https://ssd.userbenchmark.com/SpeedTest/438137/SBX
SSD,KXG50ZNV256G,Toshiba,XG5 NVMe PCIe M.2 256GB,173,124,43991,https://ssd.userbenchmark.com/SpeedTest/358656/KXG50ZNV256G-NVMe-TOSHIBA-256GB
SSD,ASX6000NP-512GT-C,Adata,XPG SX6000 NVMe PCIe M.2 512GB,174,124,2667,https://ssd.userbenchmark.com/SpeedTest/410831/ADATA-SX6000NP
SSD,,Toshiba, THNSN5512GPUK NVMe PCIe M.2 512GB,175,122,19250,https://ssd.userbenchmark.com/SpeedTest/160272/NVMe-THNSN5512GPUK-NV
SSD,PX-AG512M6e,Plextor,M6e PCIe 512GB,176,120,143,https://ssd.userbenchmark.com/SpeedTest/14616/PLEXTOR-PX-AG512M6e
SSD,WDS256G1X0C,WD,Black NVMe PCIe M.2 256GB (2017),177,120,25363,https://ssd.userbenchmark.com/SpeedTest/237667/WDC-WDS256G1X0C-00ENX0
SSD,ASX6000NP-256GT-C,Adata,XPG SX6000 NVMe PCIe M.2 256GB,178,120,8602,https://ssd.userbenchmark.com/SpeedTest/387986/ADATA-SX6000NP
SSD,,Samsung,PM951 NVMe PCIe M.2 256GB,179,120,12318,https://ssd.userbenchmark.com/SpeedTest/37673/NVMe-PM951-NVMe-SAMSU
SSD,SSDPEKKW256G7X1,Intel,600p Series NVMe PCIe M.2 256GB,180,119,51695,https://ssd.userbenchmark.com/SpeedTest/169054/INTEL-SSDPEKKW256G7
SSD,MZ-77E2T0B,Samsung,870 EVO 2TB,181,118,7845,https://ssd.userbenchmark.com/SpeedTest/1463967/Samsung-SSD-870-EVO-2TB
SSD,MZ-77E4T0B,Samsung,870 EVO 4TB,182,118,1475,https://ssd.userbenchmark.com/SpeedTest/1465671/Samsung-SSD-870-EVO-4TB
SSD,PX-G256M6e,Plextor,M6e  PCIe M.2 256GB,183,117,1448,https://ssd.userbenchmark.com/SpeedTest/12059/PLEXTOR-PX-G256M6e
SSD,SSDPEKKF512G7X1,Intel,Pro 6000p NVMe PCIe M.2 512GB,184,117,2074,https://ssd.userbenchmark.com/SpeedTest/289714/INTEL-SSDPEKKF512G7H
SSD,MZ-77E1T0B,Samsung,870 EVO 1TB,185,117,36153,https://ssd.userbenchmark.com/SpeedTest/1445454/Samsung-SSD-870-EVO-1TB
SSD,PX-128M8SeY,Plextor,M8Se NVMe PCIe M.2 128GB,186,116,228,https://ssd.userbenchmark.com/SpeedTest/345013/PLEXTOR-PX-128M8SeG
SSD,PX-128M8SeG,Plextor,M8Se NVMe PCIe M.2 128GB,186,116,228,https://ssd.userbenchmark.com/SpeedTest/345013/PLEXTOR-PX-128M8SeG
SSD,PX-128M8SeGN,Plextor,M8Se NVMe PCIe M.2 128GB,186,116,228,https://ssd.userbenchmark.com/SpeedTest/345013/PLEXTOR-PX-128M8SeG
SSD,MDNVME80-SBX-1T,MyDigitalSSD,SBX NVMe PCIe M.2 1TB,187,116,41,https://ssd.userbenchmark.com/SpeedTest/455228/SBX
SSD,ASX8000NP-128GM-C,Adata,XPG SX8000 NVMe PCIe M.2 128GB,188,115,127,https://ssd.userbenchmark.com/SpeedTest/214181/NVMe-ADATA-SX8000NP
SSD,MZ-76E4T0B,Samsung,860 Evo 4TB,189,115,6493,https://ssd.userbenchmark.com/SpeedTest/440150/Samsung-SSD-860-EVO-4TB
SSD,ASX6000NP-128GT-C,Adata,XPG SX6000 NVMe PCIe M.2 128GB,190,113,6426,https://ssd.userbenchmark.com/SpeedTest/391493/ADATA-SX6000NP
SSD,MZ-75E1T0B,Samsung,850 Evo 1TB,191,113,140122,https://ssd.userbenchmark.com/Samsung-850-Evo-1TB/Rating/3576
SSD,MZ-76P1T0B,Samsung,860 Pro 1TB,192,113,7930,https://ssd.userbenchmark.com/SpeedTest/434505/Samsung-SSD-860-PRO-1TB
SSD,MZ-76E2T0B,Samsung,860 Evo 2TB,193,112,38354,https://ssd.userbenchmark.com/SpeedTest/430706/Samsung-SSD-860-EVO-2TB
SSD,MZ-75E4T0B,Samsung,850 Evo 4TB,194,112,746,https://ssd.userbenchmark.com/SpeedTest/169156/Samsung-SSD-850-EVO-4TB
SSD,PX-AG256M6e,Plextor,M6e PCIe 256GB,195,112,737,https://ssd.userbenchmark.com/SpeedTest/7265/PLEXTOR-PX-AG256M6e
SSD,MZ-76E1T0B,Samsung,860 Evo 1TB,196,112,536745,https://ssd.userbenchmark.com/SpeedTest/423831/Samsung-SSD-860-EVO-1TB
SSD,MZ-75E2T0B,Samsung,850 Evo 2TB,197,112,8101,https://ssd.userbenchmark.com/SpeedTest/32539/Samsung-SSD-850-EVO-2TB
SSD,,Toshiba, THNSN5256GPUK NVMe PCIe M.2 256GB,198,111,21972,https://ssd.userbenchmark.com/SpeedTest/202063/THNSN5256GPUK-TOSHIBA
SSD,SA1000M8/240G,Kingston,A1000 NVMe PCIe M.2 240GB,199,111,31980,https://ssd.userbenchmark.com/SpeedTest/497453/KINGSTON-SA1000M8240G
SSD,MZ-76P4T0B,Samsung,860 Pro 4TB,200,111,692,https://ssd.userbenchmark.com/SpeedTest/552119/Samsung-SSD-860-PRO-4TB
SSD,MZ-75E500B,Samsung,850 Evo 500GB,201,111,795742,https://ssd.userbenchmark.com/Samsung-850-Evo-500GB/Rating/3477
SSD,MKNP44SC240GB,Mushkin,Scorpion Deluxe PCIe 240GB,202,110,50,https://ssd.userbenchmark.com/SpeedTest/18266/Mushkin-Scorpion-Deluxe
SSD,MDNVME80-SBX-0256,MyDigitalSSD,SBX NVMe PCIe M.2 256GB,203,110,276,https://ssd.userbenchmark.com/SpeedTest/456332/SBX
SSD,PX-G128M6e,Plextor,M6e PCIe M.2 128GB,204,110,607,https://ssd.userbenchmark.com/SpeedTest/15095/PLEXTOR-PX-G128M6e
SSD,MZ-77E500B,Samsung,870 EVO 500GB,205,110,25901,https://ssd.userbenchmark.com/SpeedTest/972228/Samsung-SSD-870-EVO-500GB
SSD,CSSD-F240GBMP300,Corsair,Force MP300 NVMe PCIe M.2 240GB,206,110,3705,https://ssd.userbenchmark.com/SpeedTest/538791/NVMe-Force-MP300
SSD,MZHPU128HCGM,Samsung,XP941 PCIe M.2 128GB,207,110,744,https://ssd.userbenchmark.com/SpeedTest/6251/SAMSUNG-MZHPU128HCGM-00000
SSD,MZ-76P512B,Samsung,860 Pro 512GB,208,109,15869,https://ssd.userbenchmark.com/SpeedTest/431483/Samsung-SSD-860-PRO-512GB
SSD,ASX7000NP-256GT-C,Adata,XPG SX7000 NVMe PCIe M.2 256GB,209,109,2146,https://ssd.userbenchmark.com/SpeedTest/304438/NVMe-ADATA-SX7000NP
SSD,MZ-77Q4T0BW,Samsung,870 QVO 4TB,210,109,5933,https://ssd.userbenchmark.com/SpeedTest/1243154/Samsung-SSD-870-QVO-4TB
SSD,MZ-77Q4T0B/AM,Samsung,870 QVO 4TB,210,109,5933,https://ssd.userbenchmark.com/SpeedTest/1243154/Samsung-SSD-870-QVO-4TB
SSD,MZ-7KE2T0BW,Samsung,850 Pro 2TB,211,108,2588,https://ssd.userbenchmark.com/SpeedTest/38860/Samsung-SSD-850-PRO-2TB
SSD,CT1000MX500SSD1,Crucial,MX500 1TB,212,108,184416,https://ssd.userbenchmark.com/SpeedTest/406099/CT1000MX500SSD1
SSD,MZ-77Q8T0BW,Samsung,870 QVO 8TB,213,108,1085,https://ssd.userbenchmark.com/SpeedTest/1280660/Samsung-SSD-870-QVO-8TB
SSD,MZ-77Q8T0B/AM,Samsung,870 QVO 8TB,213,108,1085,https://ssd.userbenchmark.com/SpeedTest/1280660/Samsung-SSD-870-QVO-8TB
SSD,CT2000MX500SSD1,Crucial,MX500 2TB,214,107,43340,https://ssd.userbenchmark.com/SpeedTest/421719/CT2000MX500SSD1
SSD,SSDSC2KW512G8,Intel,545s Series 512GB,215,107,11242,https://ssd.userbenchmark.com/SpeedTest/302752/INTEL-SSDSC2KW512G8
SSD,MZ-76P256BW,Samsung,860 Pro 256GB,216,107,12085,https://ssd.userbenchmark.com/Samsung-860-Pro-256GB/Rating/3950
SSD,CT500MX500SSD1,Crucial,MX500 500GB,217,107,243552,https://ssd.userbenchmark.com/SpeedTest/418385/CT500MX500SSD1
SSD,,Samsung,MZFLV512 NVMe PCIe M.2 512GB,218,107,1357,https://ssd.userbenchmark.com/SpeedTest/36829/NVMe-SAMSUNG-MZFLV512
SSD,MZ-76E500B,Samsung,860 Evo 500GB,219,107,667492,https://ssd.userbenchmark.com/SpeedTest/428560/Samsung-SSD-860-EVO-500GB
SSD,MZ-77Q2T0BW,Samsung,870 QVO 2TB,220,107,27925,https://ssd.userbenchmark.com/SpeedTest/1260265/Samsung-SSD-870-QVO-2TB
SSD,MZ-77Q2T0B/AM,Samsung,870 QVO 2TB,220,107,27925,https://ssd.userbenchmark.com/SpeedTest/1260265/Samsung-SSD-870-QVO-2TB
SSD,ASU800SS-2TT-C,Adata,Ultimate SU800 2TB,221,107,2404,https://ssd.userbenchmark.com/SpeedTest/584479/ADATA-SU800
SSD,MZ-77E250B,Samsung,870 Evo 250GB,222,106,8769,https://ssd.userbenchmark.com/Samsung-870-Evo-250GB/Rating/4094
SSD,SSDPEKKF256G7X1,Intel,Pro 6000p NVMe PCIe M.2 256GB,223,106,9965,https://ssd.userbenchmark.com/SpeedTest/304420/INTEL-SSDPEKKF256G7H
SSD,TS256GMTE820,Transcend,MTE820 NVMe PCIe M.2 256GB,224,106,162,https://ssd.userbenchmark.com/SpeedTest/437614/TS256GMTE820
SSD,MZ-7TE1T0BW,Samsung,840 Evo 1TB,225,106,23424,https://ssd.userbenchmark.com/SpeedTest/1436/Samsung-SSD-840-EVO
SSD,MZ-7KE1T0BW,Samsung,850 Pro 1TB,226,105,22677,https://ssd.userbenchmark.com/Samsung-850-Pro-1TB/Rating/3577
SSD,MZ-75E250B,Samsung,850 Evo 250GB,227,105,890237,https://ssd.userbenchmark.com/Samsung-850-Evo-250GB/Rating/2977
SSD,MZ-7KE512BW,Samsung,850 Pro 512GB,228,104,81715,https://ssd.userbenchmark.com/Samsung-850-Pro-512GB/Rating/3478
SSD,MZ-7TE750BW,Samsung,840 Evo 750GB,229,104,3553,https://ssd.userbenchmark.com/SpeedTest/2175/Samsung-SSD-840-EVO-750GB
SSD,ASU800SS-1TT-C,Adata,Ultimate SU800 1TB,230,104,23201,https://ssd.userbenchmark.com/Adata-Ultimate-SU800-1TB/Rating/3914
SSD,MZ-7TE500BW,Samsung,840 Evo 500GB,231,104,66632,https://ssd.userbenchmark.com/SpeedTest/1519/Samsung-SSD-840-EVO-500GB
SSD,MZ-750500BW,Samsung,750 EVO 500GB,232,103,33073,https://ssd.userbenchmark.com/SpeedTest/143302/Samsung-SSD-750-EVO-500GB
SSD,ASU800SS-512GT-C,Adata,Ultimate SU800 512GB,233,102,27327,https://ssd.userbenchmark.com/Adata-Ultimate-SU800-512GB/Rating/3913
SSD,CT480BX300SSD1,Crucial,BX300 480GB,234,102,2774,https://ssd.userbenchmark.com/Crucial-BX300-480GB/Rating/3947
SSD,MZ-7KE256BW,Samsung,850 Pro 256GB,235,102,137916,https://ssd.userbenchmark.com/Samsung-850-Pro-256GB/Rating/2385
SSD,GP-GSM2NE8256GNTD,Gigabyte,NVMe PCIe M.2 256GB,236,101,3936,https://ssd.userbenchmark.com/SpeedTest/599447/GIGABYTE-GP-GSM2NE8256GNTD
SSD,MZ-76Q4T0BW,Samsung,860 QVO 4TB,237,101,2914,https://ssd.userbenchmark.com/SpeedTest/743794/Samsung-SSD-860-QVO-4TB
SSD,MZ-76Q4T0B/AM,Samsung,860 QVO 4TB,237,101,2914,https://ssd.userbenchmark.com/SpeedTest/743794/Samsung-SSD-860-QVO-4TB
SSD,MZ-76E250B,Samsung,860 Evo 250GB,238,101,296481,https://ssd.userbenchmark.com/Samsung-860-Evo-250GB/Rating/3949
SSD,CT250MX500SSD1,Crucial,MX500 250GB,239,101,77493,https://ssd.userbenchmark.com/Crucial-MX500-250GB/Rating/3951
SSD,2AP99AA#ABL,HP,S700 Pro 512GB,240,101,1245,https://ssd.userbenchmark.com/SpeedTest/370902/HP-SSD-S700-Pro
SSD,SDSSDH3-2T00-G25,SanDisk,Ultra 3D 2TB,241,100,5191,https://ssd.userbenchmark.com/SpeedTest/351750/SanDisk-SDSSDH32000G
SSD,MZ-MTE1T0BW,Samsung,840 Evo mSATA 1TB,242,100,605,https://ssd.userbenchmark.com/SpeedTest/10394/Samsung-SSD-840-EVO-1TB-mSATA
SSD,SSDPEKKW128G7X1,Intel,600p Series NVMe PCIe M.2 128GB,243,99.9,11596,https://ssd.userbenchmark.com/SpeedTest/170119/INTEL-SSDPEKKW128G7
SSD,SDSSDH3-1T00-G25,SanDisk,Ultra 3D 1TB,244,99.7,4918,https://ssd.userbenchmark.com/SpeedTest/316514/SanDisk-SDSSDH31000G
SSD,CSSD-F120GBMP300,Corsair,Force MP300 NVMe PCIe M.2 120GB,245,99.4,3802,https://ssd.userbenchmark.com/SpeedTest/534036/NVMe-Force-MP300
SSD,WDS100T2B0B,WD,Blue 3D SATA M.2 1TB,246,99.2,9841,https://ssd.userbenchmark.com/SpeedTest/342470/WDC-WDS100T2B0B-00YS70
SSD,WDS100T2B0A,WD,Blue 3D 1TB,247,98.9,15242,https://ssd.userbenchmark.com/SpeedTest/352978/WDC-WDS100T2B0A-00SM50
SSD,MZ-76Q2T0BW,Samsung,860 QVO 2TB,248,98.8,28015,https://ssd.userbenchmark.com/SpeedTest/719017/Samsung-SSD-860-QVO-2TB
SSD,MZ-76Q2T0B/AM,Samsung,860 QVO 2TB,248,98.8,28015,https://ssd.userbenchmark.com/SpeedTest/719017/Samsung-SSD-860-QVO-2TB
SSD,SDSSDH3-500G-G25,SanDisk,Ultra 3D 500GB,249,98.6,12873,https://ssd.userbenchmark.com/SpeedTest/322712/SanDisk-SDSSDH3500G
SSD,CT500MX200SSD4,Crucial,MX200 SATA M.2 500GB,250,98.5,1182,https://ssd.userbenchmark.com/SpeedTest/23836/Crucial-CT500MX200SSD4
SSD,MZ-77Q1T0BW,Samsung,870 QVO 1TB,251,98,55169,https://ssd.userbenchmark.com/SpeedTest/1218310/Samsung-SSD-870-QVO-1TB
SSD,MZ-77Q1T0B/AM,Samsung,870 QVO 1TB,251,98,55169,https://ssd.userbenchmark.com/SpeedTest/1218310/Samsung-SSD-870-QVO-1TB
SSD,SSDPEKKF360G7X1,Intel,Pro 6000p NVMe PCIe M.2 360GB,252,97.9,1026,https://ssd.userbenchmark.com/SpeedTest/296966/INTEL-SSDPEKKF360G7H
SSD,WDS500G2B0B,WD,Blue 3D SATA M.2 500GB,253,97.7,27264,https://ssd.userbenchmark.com/SpeedTest/325788/WDC-WDS500G2B0B-00YS70
SSD,WDS500G2B0A,WD,Blue 3D 500GB,254,97.6,46582,https://ssd.userbenchmark.com/SpeedTest/337874/WDC-WDS500G2B0A-00SM50
SSD,VTR180-25SAT3-960G,Toshiba,OCZ VT180 960GB,255,97.4,84,https://ssd.userbenchmark.com/SpeedTest/171904/TOSHIBA-VT180
SSD,WDS200T2B0A,WD,Blue 3D 2TB,256,97.2,1758,https://ssd.userbenchmark.com/SpeedTest/373739/WDC-WDS200T2B0A-00SM50
SSD,MZ-7KE128BW,Samsung,850 Pro 128GB,257,97.2,17589,https://ssd.userbenchmark.com/Samsung-850-Pro-128GB/Rating/3483
SSD,MZ-7TE250BW,Samsung,840 Evo 250GB,258,97.2,201181,https://ssd.userbenchmark.com/Samsung-840-Evo-250GB/Rating/1594
SSD,MZ-7PD512BW,Samsung,840 Pro 512GB,259,96.6,14298,https://ssd.userbenchmark.com/SpeedTest/2708/Samsung-SSD-840-PRO-Series
SSD,2LU81AA#ABL,HP,S700 Pro 1TB,260,96.2,82,https://ssd.userbenchmark.com/SpeedTest/387205/HP-SSD-S700-Pro-1TB
SSD,MZ-750250BW,Samsung,750 EVO 250GB,261,96.1,75944,https://ssd.userbenchmark.com/SpeedTest/71929/Samsung-SSD-750-EVO-250GB
SSD,CT250MX200SSD4,Crucial,MX200 SATA M.2 250GB,262,96,2138,https://ssd.userbenchmark.com/SpeedTest/23955/Crucial-CT250MX200SSD4
SSD,SSDSC2KW256G8,Intel,545s Series 256GB,263,95.7,15382,https://ssd.userbenchmark.com/SpeedTest/299881/INTEL-SSDSC2KW256G8
SSD,SSDSC2BP480G410,Intel,730 Series 480GB,264,95.3,4715,https://ssd.userbenchmark.com/Intel-730-Series-480GB/Rating/3479
SSD,VTR150-25SAT3-480G,OCZ,Vector 150 480GB,265,95.2,376,https://ssd.userbenchmark.com/SpeedTest/7037/OCZ-VECTOR150
SSD,CT240BX300SSD1,Crucial,BX300 240GB,266,95,6996,https://ssd.userbenchmark.com/Crucial-BX300-240GB/Rating/3946
SSD,CT250MX200SSD1,Crucial,MX200 250GB,267,94.6,25461,https://ssd.userbenchmark.com/Crucial-MX200-250GB/Rating/3196
SSD,MZ-MTE500BW,Samsung,840 Evo mSATA 500GB,268,94.5,709,https://ssd.userbenchmark.com/SpeedTest/10255/Samsung-SSD-840-EVO-500GB-mSATA
SSD,MZ-75E120B,Samsung,850 Evo 120GB,269,94.3,69129,https://ssd.userbenchmark.com/Samsung-850-Evo-120GB/Rating/3484
SSD,MKNP44SC480GB,Mushkin,Scorpion Deluxe PCIe 480GB,270,94.3,112,https://ssd.userbenchmark.com/SpeedTest/11924/Mushkin-Scorpion-Deluxe
SSD,PX-256M6Pro,Plextor,M6 Pro 256GB,271,94.2,921,https://ssd.userbenchmark.com/SpeedTest/14560/PLEXTOR-PX-256M6Pro
SSD,VTR180-25SAT3-240G,Toshiba,OCZ VT180 240GB,272,94.1,144,https://ssd.userbenchmark.com/SpeedTest/171243/TOSHIBA-VT180
SSD,SDSSDXPS-480G-G25,SanDisk,Extreme Pro 480GB,273,94,9350,https://ssd.userbenchmark.com/SanDisk-Extreme-Pro-480GB/Rating/3476
SSD,VTR1-25SAT3-512G,OCZ,Vector 512GB,274,93.9,333,https://ssd.userbenchmark.com/SpeedTest/1810/OCZ-VECTOR
SSD,CT1000BX100SSD1,Crucial,BX100 1TB,275,93.9,1327,https://ssd.userbenchmark.com/SpeedTest/22670/CT1000BX100SSD1
SSD,MZ-7PD256BW,Samsung,840 Pro 256GB,276,93.7,71141,https://ssd.userbenchmark.com/Samsung-840-Pro-256GB/Rating/1408
SSD,PX-512M6Pro,Plextor,M6 Pro 512GB,277,93.7,204,https://ssd.userbenchmark.com/SpeedTest/15117/PLEXTOR-PX-512M6Pro
SSD,SDSSDXPS-960G-G25,SanDisk,Extreme Pro 960GB,278,93.5,2883,https://ssd.userbenchmark.com/SanDisk-Extreme-Pro-960GB/Rating/3581
SSD,MDNVME80-SBX-0128,MyDigitalSSD,SBX NVMe PCIe M.2 128GB,279,93.3,119,https://ssd.userbenchmark.com/SpeedTest/431053/SBX
SSD,CSSD-N960GBXT,Corsair,Neutron XT 960GB,280,93.3,198,https://ssd.userbenchmark.com/SpeedTest/23267/Corsair-Neutron-XT-SSD
SSD,PX-512M6V,Plextor,M6V 512GB,281,92.9,53,https://ssd.userbenchmark.com/SpeedTest/31388/PLEXTOR-PX-512M6V
SSD,RVD3X2-FHPX4-480G,OCZ,RevoDrive 3 X2 PCIe 480GB,282,92.8,259,https://ssd.userbenchmark.com/SpeedTest/8804/OCZ-REVODRIVE3-X2
SSD,VTR1-25SAT3-256G,OCZ,Vector 256GB,283,92.7,2056,https://ssd.userbenchmark.com/OCZ-Vector-256GB/Rating/1424
SSD,CT256M550SSD4,Crucial,M550 SATA M.2 256GB,284,92.5,143,https://ssd.userbenchmark.com/SpeedTest/12143/Crucial-CT256M550SSD4
SSD,VTR180-25SAT3-480G,Toshiba,OCZ VT180 480GB,285,92.4,112,https://ssd.userbenchmark.com/SpeedTest/146334/TOSHIBA-VT180
SSD,CT512M550SSD4,Crucial,M550 SATA M.2 512GB,286,92.4,187,https://ssd.userbenchmark.com/SpeedTest/15375/Crucial-CT512M550SSD4
SSD,CT512M550SSD1,Crucial,M550 512GB,287,92.4,5759,https://ssd.userbenchmark.com/SpeedTest/7172/Crucial-CT512M550SSD1
SSD,2AP98AA#ABL,HP,S700 Pro 256GB,288,92.2,1310,https://ssd.userbenchmark.com/SpeedTest/366058/HP-SSD-S700-Pro
SSD,VTR180-25SAT3-960G,OCZ,Vector 180 960GB,289,92.1,338,https://ssd.userbenchmark.com/SpeedTest/30972/OCZ-VECTOR180
SSD,ASU800SS-256GT-C,Adata,Ultimate SU800 256GB,290,91.9,38603,https://ssd.userbenchmark.com/Adata-Ultimate-SU800-256GB/Rating/3912
SSD,CT1050MX300SSD1,Crucial,MX300 1TB,291,91.8,21908,https://ssd.userbenchmark.com/Crucial-MX300-1TB/Rating/3645
SSD,SSD7CS2211-480-RB,PNY,CS2211 480GB,292,91.7,2175,https://ssd.userbenchmark.com/PNY-CS2211-480GB/Rating/3630
SSD,SSD7CS2211-480-PB,PNY,CS2211 480GB,292,91.7,2175,https://ssd.userbenchmark.com/PNY-CS2211-480GB/Rating/3630
SSD,MZ-750120BW,Samsung,750 EVO 120GB,293,91.7,19782,https://ssd.userbenchmark.com/SpeedTest/42465/Samsung-SSD-750-EVO-120GB
SSD,,Toshiba, THNSN5128GPUK NVMe PCIe M.2 128GB,294,91.7,1120,https://ssd.userbenchmark.com/SpeedTest/335393/NVMe-THNSN5128GPUK-TO
SSD,VTX460A-25SAT3-240G,OCZ,Vertex 460A 240GB,295,91.6,1092,https://ssd.userbenchmark.com/OCZ-Vertex-460A-240GB/Rating/3147
SSD,SDSSDXP-480G-G25,SanDisk,Extreme II 480GB,296,91.5,1434,https://ssd.userbenchmark.com/SpeedTest/2135/SanDisk-SDSSDXP480G
SSD,SSD7CS1311-960-RB,PNY,CS1311 960GB,297,91.4,2160,https://ssd.userbenchmark.com/PNY-CS1311-960GB/Rating/3617
SSD,VTR180-25SAT3-480G,OCZ,Vector 180 480GB,298,91.1,1056,https://ssd.userbenchmark.com/OCZ-Vector-180-480GB/Rating/3508
SSD,RADEON-R7SSD-480G,OCZ,AMD Radeon R7 480GB,299,91,695,https://ssd.userbenchmark.com/OCZ-AMD-Radeon-R7-480GB/Rating/3507
